Date,Atlanta,Boston,Chicago,Cleveland,Dallas,Kansas,Minneapolis,New York,Philadelphia,Richmond,St. Louis,Total,San Francisco
2000-08-24,39822,33760,61666,33385,12736,17809,2818,245416,22742,37641,20197,586886,58894
2000-08-31,39787,33235,60615,33168,12288,17693,2708,244985,22694,36529,20175,583404,59528
2000-07-06,38869,33392,62358,33513,12854,17988,3150,242769,23076,36504,20544,586044,61027
2000-07-13,39238,33826,62836,33993,13911,17793,3202,242083,22963,36406,20633,587341,60456
2000-07-20,39477,33296,61017,32746,12544,17673,3127,242124,22897,36819,20153,581891,60016
2000-07-27,39051,34177,61816,33377,13305,17686,3078,243342,22910,36733,20543,585471,59453
2000-06-01,39289,34239,64392,34809,13404,18185,3378,243827,23201,37506,20788,595747,62728
2000-06-08,38488,33700,62870,33393,12560,17848,2879,241308,22991,36134,20571,583447,60704
2000-06-15,38362,34133,62961,33628,12585,17892,3210,242398,23001,36483,20602,585797,60541
2000-06-22,38879,33544,62301,33255,12295,17637,2861,249371,22998,36746,20331,590816,60598
2000-06-29,39400,33892,62279,33573,13434,17846,3216,246118,23101,36523,20708,590326,60237
2000-05-04,40250,34296,66054,34871,12547,18174,3279,246630,22673,38111,20885,600477,62707
2000-05-11,38504,33289,63250,33790,12037,17633,2810,242388,22461,36740,20378,584070,60790
2000-05-18,38285,33644,64181,33601,12496,17905,2980,239067,22463,35644,20460,580831,60104
2000-05-25,38820,33487,63044,32983,12151,17820,2695,237916,22742,36059,20329,579470,61425
2000-04-06,39715,33554,64469,33165,12959,17842,3243,240417,21651,36116,20788,585250,61329
2000-04-13,39208,34092,65062,33570,12178,17977,3048,239434,21809,36987,20703,585153,61086
2000-04-20,40101,33843,64845,34411,14222,18102,3257,242266,22371,37420,20902,594113,62373
2000-04-27,39978,33560,63953,33416,13496,17936,2900,263413,22446,35837,20442,609009,61634
2000-03-02,40188,34373,65330,32222,12897,17785,3194,239817,21507,36185,20609,585255,61148
2000-03-09,39736,34448,65566,33123,12303,17883,3355,239472,21428,36205,20790,585191,60881
2000-03-16,40589,34405,64698,32291,12723,17621,3534,240316,22556,35824,20529,586699,61612
2000-03-23,40012,34477,64959,32827,13372,17861,3464,239368,21708,35009,20836,584926,61032
2000-03-30,40188,34373,65330,32222,12897,17785,3194,239817,21507,36185,20609,585255,61148
2000-02-03,39127,32980,64616,30418,12257,17327,3186,239930,21361,38762,20343,581532,61224
2000-02-10,39679,34476,66010,30963,12019,17807,3291,243219,21838,37836,20841,589175,61196
2000-02-17,39976,33731,65177,31921,11885,17518,2974,241149,21417,36364,20577,583094,60405
2000-02-24,40927,34621,65119,33194,12695,17943,3525,239949,21717,36559,20884,589385,62252
2000-01-06,45927,36531,70244,33368,15611,19527,3941,257473,24144,41159,22092,640599,70583
2000-01-13,41794,35476,68349,32319,13647,18338,3622,246622,23081,40513,21595,611391,66036
2000-01-20,41275,33972,65840,32007,13045,17781,3439,243394,22240,39606,21214,599084,65271
2000-01-27,40023,34679,66442,30873,12924,17544,3363,247483,21435,37859,20972,595788,62193
1999-12-02,43235,35303,69494,33156,9596,19315,2834,238336,22936,39442,22182,603318,67489
1999-12-09,43294,35068,69425,32444,11459,19057,2962,238714,22787,40258,21797,603768,66503
1999-12-16,44329,35956,69684,32999,13074,19287,3713,244597,23363,40554,22302,618381,68523
1999-12-23,43235,35303,69494,33156,9596,19315,2834,238336,22936,39442,22182,603318,67489
1999-12-30,47363,37332,72817,34578,17820,20275,4405,271156,25234,42733,23156,669573,72704
1999-11-04,41009,33012,68051,32605,5929,18358,2318,234720,22049,37450,21309,581633,64823
1999-11-12,41140,33255,67729,32267,6959,18530,2292,234515,22128,37055,21043,581629,64716
1999-11-18,41688,33998,68652,32241,7864,18775,2537,238092,22594,37918,21510,591282,65414
1999-11-26,42379,34335,68696,32360,8536,18729,2610,238228,22763,39197,21514,597035,67688
1999-10-07,39779,30935,67000,31153,4997,17859,2197,234434,21752,34559,20779,567648,62205
1999-10-14,40030,31645,67753,31585,5151,18012,2114,235827,21753,35527,20900,574593,64297
1999-10-21,39803,32995,67572,31774,5951,17947,2166,237892,21752,34986,20659,576614,63119
1999-10-28,40533,32216,67302,31440,5027,18119,2353,232763,21799,36605,20692,573377,64528
1999-09-02,36552,27655,65879,29147,18523,18264,4727,225877,22941,33901,20339,564047,60242
1999-09-09,37688,28722,66783,30605,17832,18584,5074,228246,23100,33939,20877,571583,60133
1999-09-16,38157,28425,65782,30696,12998,18145,3761,232721,22422,33688,20128,566939,60016
1999-09-23,38533,29994,67897,31316,6365,17989,3276,234783,22236,36649,21703,571466,60724
1999-09-30,39560,30872,66706,30467,5253,17898,2278,236847,21632,35669,20422,568679,61075
1999-08-05,32842,27217,61550,30011,25381,18773,4547,217229,24804,31565,21999,554458,58539
1999-08-12,33694,27897,63956,29345,23651,18796,5251,223384,24628,33161,20830,562424,57831
1999-08-19,33793,26986,64498,29251,21280,18472,4766,220160,23418,32018,20440,553359,58276
1999-08-26,35124,28500,66993,29235,19742,18354,4932,221451,23436,32561,20749,559847,58770
1999-07-01,32017,27791,59806,29671,26084,19141,4948,223034,24904,32205,20299,560670,60771
1999-07-08,32043,27788,59821,29668,26226,19152,4726,216777,25816,32289,20503,555837,61028
1999-07-15,31880,27426,60890,30633,26264,19146,4473,220165,25670,32936,20626,559401,59292
1999-07-22,31494,27298,59766,30462,26058,18812,4421,215674,25433,31109,20318,549223,58377
1999-07-29,32082,27507,60812,30604,26161,19029,5099,217641,25309,31706,20827,555083,58307
1999-06-03,32496,28848,60667,30100,26820,19416,4459,211332,22845,32413,20652,551982,61934
1999-06-10,31907,28582,59896,29685,26295,18934,4192,213689,23025,32261,20103,548565,59995
1999-06-17,32736,28181,59954,29044,26305,18877,4371,211935,23884,32297,20502,548099,60013
1999-06-24,31853,27733,58873,29359,26218,18616,4319,214405,24143,31855,20003,546557,59179
1999-05-06,31777,30159,61300,29014,26141,18456,4697,212398,21462,33947,19575,551031,62105
1999-05-13,31397,29037,60000,28976,26075,18310,3795,210241,21545,33549,19566,543044,60553
1999-05-20,31319,29146,61949,30001,26638,18715,4168,211206,21900,32330,19973,547709,60365
1999-05-27,31947,28780,60262,29139,26290,18916,4075,210876,22519,32407,19988,546258,61058
1999-04-01,32715,30221,55005,29238,25386,16446,6462,209896,19569,38971,18968,544416,61537
1999-04-08,32479,29610,56270,29172,25742,17228,5572,206285,20291,38082,19016,540922,61175
1999-04-15,32396,29693,57726,28505,25441,17347,5065,207254,20461,36742,18978,540738,61129
1999-04-22,31308,29465,59209,28227,25635,17767,5077,210234,20797,34848,19343,542333,60422
1999-04-29,31498,30496,58757,28745,25551,17704,5029,213341,20954,33535,19305,546231,61316
1999-03-04,33877,29619,55160,29538,24882,16173,8520,200321,17784,41886,18716,535372,58896
1999-03-11,33462,31265,55706,29370,25011,16241,8421,204669,18017,42253,19160,542214,58637
1999-03-18,33741,29449,54049,29026,24950,16092,7136,204010,18031,40066,18810,535766,60407
1999-03-25,33390,30423,56031,29082,25222,16252,7370,208697,19131,42032,18975,546469,59864
1999-02-04,34235,29274,52524,28544,24428,15623,7896,196803,17220,45428,18470,526657,56213
1999-02-11,34107,31129,53844,28792,24942,15656,8054,202825,17472,46128,18955,538337,56433
1999-02-18,34374,29879,54443,29049,25207,15846,7841,200379,17644,43867,18829,534949,57593
1999-02-25,34564,30448,55761,29269,25072,15883,8309,201815,17892,46404,18598,542338,58322
1999-01-07,35823,28225,49529,29071,25178,15701,7737,204153,17455,46907,17004,534145,57363
1999-01-14,34896,28661,51955,28326,24885,15715,7868,202888,17235,46396,17841,532373,55707
1999-01-21,34669,29551,52469,28438,24581,15965,7856,206857,17006,46253,18316,538371,56410
1999-01-28,34395,29772,53677,28168,24841,15592,7729,201210,17179,47332,18973,534978,56111
1998-12-03,31609,27049,47358,28637,26460,15553,7458,208671,16893,44515,16060,527687,57424
1998-12-10,33512,27834,48223,29054,25381,15034,7202,207761,16864,44011,15898,527514,56742
1998-12-17,36042,28298,47887,28166,25105,15729,7903,208457,17475,45900,15769,533230,56500
1998-12-24,36813,28444,49119,28730,25586,15628,7735,207059,17861,46272,16187,536819,57386
1998-12-31,37063,28822,49088,28870,25878,15818,8223,214187,17893,46479,16627,546840,57892
1998-11-05,30229,25143,46579,28482,26484,15243,7256,211547,15349,42786,16008,521450,56343
1998-11-12,30028,25257,47092,28767,26394,15499,7366,210952,16221,43727,15957,524270,57010
1998-11-19,29711,26140,47165,29175,26298,15252,7468,209841,16745,43803,15948,523973,56427
1998-11-27,30371,26837,48573,29005,26120,15225,7373,209220,16873,44694,15870,527909,57749
1998-10-01,31024,25519,44731,28711,25633,15272,7217,220688,15112,37754,15434,524989,57894
1998-10-08,31062,25235,47117,28604,26037,15647,7534,211204,14297,39146,15726,518839,57230
1998-10-22,30884,26121,46631,28405,26299,15547,7494,212392,14732,40024,15747,520847,56573
1998-10-29,30034,24843,46005,28231,25959,15288,7026,212277,15214,39870,15525,516635,56362
1998-09-03,30785,26125,44437,28742,24930,15268,7121,207698,15232,38750,15787,512115,57241
1998-09-10,31736,26690,45375,29404,25802,15555,7416,211980,14769,40694,16281,524381,58678
1998-09-17,30388,25785,44215,28809,25197,15029,6994,212883,15054,38072,15717,515236,57094
1998-08-06,30573,24436,44236,29490,25451,15279,7002,202752,15821,39080,16295,507520,57105
1998-08-13,30950,25500,45210,29718,25628,15474,7272,207820,15243,41079,16412,517240,56934
1998-08-20,30398,24850,44906,28905,24905,15114,6945,203685,15053,39688,15919,506582,56214
1998-08-27,31530,26095,44798,29312,24887,15152,7643,208998,15167,39358,16019,515680,56721
1998-07-02,31823,25588,46306,31407,26084,16089,7464,202566,15238,38642,16956,516273,58110
1998-07-09,30971,24561,45492,31062,25540,15447,7000,199032,15045,38026,16624,506570,57770
1998-07-16,31041,25711,46074,31151,25365,15576,7324,203326,14947,40232,16828,515241,57668
1998-07-23,31147,24118,44781,29966,25488,15445,6995,200415,15178,38363,16280,504635,56460
1998-07-30,30647,24706,45181,30354,24989,15259,7468,205778,14944,38938,16508,512307,57535
1998-06-04,31353,25253,46552,31233,26358,16062,7101,196334,14966,38290,17043,508590,58046
1998-06-11,31113,24370,45544,30577,26258,15449,6771,194446,14567,36776,16515,499268,56883
1998-06-18,31105,25653,46630,30964,26068,15799,7313,201653,14712,38349,16854,511859,56758
1998-06-25,30483,24297,45393,30249,25161,15439,7086,214242,14310,36419,16513,515651,56056
1998-05-07,31010,25274,46906,31571,25522,15557,7138,190869,14745,37052,16568,500312,58100
1998-05-14,31130,25070,46215,31131,25886,15462,6812,191958,14872,36930,16717,498877,56696
1998-05-21,30688,25607,48016,31836,25888,15695,7331,194209,14830,38006,16780,505981,57096
1998-05-28,31443,24880,46060,30885,26586,15889,7088,194589,14948,37848,16748,504976,58013
1998-04-02,31414,24787,46388,31578,25571,15105,6950,189592,14753,37337,16932,498397,57991
1998-04-09,31682,25804,46986,31399,25791,15362,7484,188829,14574,38118,16829,500207,57347
1998-04-16,31786,25480,47186,32068,25588,15320,7053,194114,14850,37678,16882,506077,58071
1998-04-23,31462,25100,48386,32259,26390,15828,7520,201862,14741,38872,16841,516538,57276
1998-04-30,31449,25073,47032,31011,25864,15282,6913,226973,14623,36732,16533,535001,57516
1998-03-05,32545,24549,45881,31343,25259,15223,6645,187783,14298,36221,17128,494036,57162
1998-03-12,32508,25428,46300,32133,25878,15503,7064,192650,14397,37573,17101,502927,56390
1998-03-19,32104,24859,46789,31619,25919,15179,6859,188089,14472,37792,16842,497140,56617
1998-03-26,32049,24621,46957,31486,25934,15251,7510,190963,14678,37945,16746,500995,56855
1998-02-05,31840,24480,43628,31080,23717,14406,6155,189728,14361,35490,17146,489856,57824
1998-02-12,31846,25271,44516,31164,24982,14722,6500,190873,14736,36026,17495,494899,56767
1998-02-19,32133,25927,46498,31844,25463,15275,6555,189727,14767,36714,17139,499473,57431
1998-02-26,32975,25518,47219,31687,25952,15035,6635,192060,15162,36938,17183,503402,57037
1998-01-02,34820,25747,46438,31556,23669,15252,6516,199321,16631,37339,18395,518425,62740
1998-01-08,33069,24847,45429,30553,21710,15021,6214,194127,15189,36083,17464,500770,61063
1998-01-15,32605,25358,44097,30404,21735,14659,6523,198076,14767,36531,17444,501293,59095
1998-01-22,31607,25153,44514,30553,21566,14560,6398,203215,14637,35676,17222,503821,58719
1998-01-29,31528,25939,44033,30655,23376,14238,7349,198418,14652,36063,17077,501219,57892
1997-12-04,33418,25208,46200,31881,23130,15338,6326,186170,15610,37050,17842,500197,62025
1997-12-11,32779,24734,44693,29674,21334,15093,6093,187443,15499,36172,17510,491199,60175
1997-12-18,33738,25158,44339,30333,22256,15317,7108,193856,15631,38309,18322,504876,60509
1997-12-26,34513,25901,45572,30661,22161,15289,6660,192247,16326,36762,17657,505639,61890
1997-11-06,32381,25602,47133,30584,22249,14706,6596,182598,13634,37834,17148,492191,61725
1997-11-13,31621,25391,46017,29665,21270,14759,6311,185317,14050,36541,16978,489450,61529
1997-11-20,31637,25283,46034,30305,21185,14831,6517,183975,14378,36362,17590,488629,60532
1997-11-28,31679,26167,46221,30272,21276,15052,6001,185622,15865,36827,17108,493484,61393
1997-10-02,30641,24865,47098,30140,21817,14143,5644,178768,14066,37150,16432,481083,60320
1997-10-09,30641,24865,47098,30140,21817,14143,5644,178768,14066,37150,16432,481083,60320
1997-10-16,30879,25846,47249,30457,22178,14467,6574,181405,14171,37173,17096,489038,61542
1997-10-23,31071,26255,47631,30345,21975,14382,6711,182810,14122,38412,17005,491170,60451
1997-10-30,31526,25932,45709,29808,21236,14323,5875,178829,13856,36796,16665,481204,60648
1997-09-04,31091,26204,47463,30847,21798,12259,5896,177855,14147,38205,16353,485112,62993
1997-09-11,30559,25603,47427,30818,21695,12725,6102,180308,13725,37959,16320,484536,61295
1997-09-18,30176,24857,46978,30142,21156,13390,5432,183385,13191,37214,16091,481114,59101
1997-09-25,29931,26325,47862,30384,21474,13765,6781,181406,13881,37446,16406,484626,58966
1997-08-07,30013,26196,45845,31515,20176,11948,5742,175617,14119,38002,15593,477123,62356
1997-08-14,30011,26497,46853,31615,20556,11911,5877,180961,13727,38907,16375,485251,61963
1997-08-21,31002,25067,46111,30728,20752,11597,5585,179019,13671,37447,15904,478561,61678
1997-08-28,30720,27416,47153,30780,21659,11889,6572,178804,13959,38855,16544,486896,62546
1997-07-03,26229,26925,45888,30639,20445,12799,6687,175927,14587,39307,16341,480188,64413
1997-07-10,25733,26677,45380,30685,20563,12499,6121,176065,14595,38605,15984,477196,64289
1997-07-17,25733,26677,45380,30685,20563,12499,6121,176065,14595,38605,15984,477196,64289
1997-07-24,26875,26094,44478,30662,20485,12320,5809,175139,13897,37668,15666,472456,63363
1997-07-31,29054,26396,44787,31300,20843,12435,6236,179325,13987,37951,15616,480951,63020
1997-06-05,26676,27122,47064,29325,21981,12892,6705,171230,14789,39183,16348,477754,64439
1997-06-12,25807,26002,45762,29111,20790,12384,6282,173040,14451,38068,16098,471759,63964
1997-06-19,25723,25667,46127,30376,20366,12497,6444,178736,14581,38356,16301,478651,63477
1997-06-26,25338,25423,44597,29887,20200,12228,6387,188544,14235,38284,15697,484986,64166
1997-05-01,26556,26764,45765,29688,22330,12863,7020,211015,14575,39050,16511,516871,64734
1997-05-08,26917,26678,46590,29852,22474,13038,6718,183396,15729,39738,16526,491072,63416
1997-05-15,26729,25978,46209,29620,21582,12711,6497,176586,14846,39063,16198,479814,63794
1997-05-22,26166,26227,46690,30822,21733,12831,6710,167975,15564,39039,16499,474293,64037
1997-05-29,26589,25979,46681,29119,22061,12669,6327,168946,14834,38977,16124,473619,65312
1997-04-03,27974,26236,46760,29967,22085,13135,6363,158308,14959,40533,16976,468579,65281
1997-04-10,27750,27177,46783,30285,22885,13233,6919,161002,14877,40709,17087,474560,65854
1997-04-17,26862,25953,45919,29961,22029,13131,6345,172116,14778,39468,16747,477167,63858
1997-04-24,28138,25895,46646,30310,22331,13240,7221,176815,14790,40945,16845,487744,64569
1997-03-06,29138,25411,46428,30220,22409,13137,6419,154660,14244,40187,17459,462287,62575
1997-03-13,28887,26693,46952,30243,22528,13515,6963,158866,15260,40762,17451,471511,63391
1997-03-20,27805,25484,47998,30000,22245,13030,6292,161896,14747,39862,16816,469559,63383
1997-03-27,28145,26306,46622,30394,22253,13302,6854,160097,14712,41192,17176,470917,63864
1997-02-06,28785,25842,47257,30542,18945,13306,6500,155129,14231,40060,17499,458449,60353
1997-02-13,28999,26435,47643,30617,20021,13327,6441,158297,14322,39958,17926,465086,61099
1997-02-20,29407,26265,47561,30688,21074,13200,6538,157647,14517,40912,17553,466483,61121
1997-02-27,29378,27378,46835,29984,22051,13177,6743,159643,15035,41550,17548,471062,61740
1997-01-02,31477,27629,49919,31888,18156,14257,7194,160499,16131,41805,18257,481507,64295
1997-01-09,31003,27227,48832,31542,17811,13756,6696,153579,15155,42016,17860,467907,62432
1997-01-16,29507,26768,49338,31380,17541,14084,6706,159625,15032,41124,18044,470640,61489
1997-01-23,29201,26630,48078,31131,17040,13671,6753,160354,14608,40394,17492,466040,60687
1997-01-30,28862,26901,47875,31019,18037,13324,6505,165229,14406,40970,17476,471577,60973
1996-12-05,31215,27902,49715,32745,17420,14297,7138,149585,15532,42198,18432,468923,62744
1996-12-12,30967,27400,49127,31702,17549,13938,6598,148690,15229,41901,17991,463037,61946
1996-12-19,31826,28421,49392,32558,19971,14282,6937,160480,15491,41862,18555,482463,62690
1996-12-26,31333,28688,49579,31774,17997,14079,6969,155356,15583,42078,18163,475373,63773
1996-11-07,31243,28085,50434,32854,15648,14052,6783,144268,15178,42906,18163,461347,61732
1996-11-14,31054,28052,50094,32869,15680,13866,7023,146709,15577,42433,18103,463294,61834
1996-11-21,31364,27780,49491,33216,16880,14258,7275,146959,15972,41967,18427,465477,61885
1996-11-29,30828,27484,49984,33488,16553,14183,7034,145694,15206,42204,18248,462787,61880
1996-10-03,32436,27525,49159,32224,14462,13758,6825,138614,15052,41999,17910,451735,61768
1996-10-10,31989,27083,50301,33089,15320,13816,7181,141084,15306,42712,18063,457791,61847
1996-10-17,32388,27565,49855,32853,15119,13986,7061,140657,15643,42651,18176,458467,62512
1996-10-24,31883,27670,49941,33171,15646,13934,7114,144233,16177,42174,18039,462167,62186
1996-10-31,31216,27508,49485,32858,14874,13647,6649,142446,15183,41778,17736,455058,61677
1996-09-05,32427,26691,48827,32381,16651,13345,7241,142658,15299,43400,16793,458253,62540
1996-09-12,31992,26782,49110,33434,16838,13226,7008,144478,15212,43005,17328,459470,61055
1996-09-19,31860,26725,49290,32084,15130,13085,6911,145025,14918,42100,17218,454971,60626
1996-09-26,32428,26564,50527,31891,16336,13584,7334,143835,15495,41698,17853,459217,61670
1996-08-01,31658,27089,47972,29628,16800,13272,7547,155108,16276,44680,16913,464207,57264
1996-08-08,31086,26473,47788,30014,16214,13113,7206,146488,15291,44088,16850,452600,57989
1996-08-15,31497,26940,48000,30766,16619,12887,7320,146256,15562,43023,16967,454746,58909
1996-08-22,31601,25918,47611,30968,16590,12949,6907,145578,14896,42735,16649,452702,60301
1996-08-29,32184,26441,48986,32136,17405,13232,7206,143834,15392,42987,16702,457519,61014
1996-07-05,32506,26899,48032,30495,17658,13328,8160,146708,16004,45076,17631,455467,52969
1996-07-11,32003,26874,47468,30248,16418,13154,7376,149666,16187,44519,17429,454905,53563
1996-07-18,31260,27372,48494,30720,16427,13250,7842,152822,16341,45278,17429,461255,54019
1996-07-25,31161,26027,47571,29276,16156,13094,8038,146277,15312,43061,16756,447872,55142
1996-06-27,31365,25858,46520,29717,16106,12864,7455,150509,15672,44147,17360,448925,51349
